id;nombre;piso;depto;codigo_pos;direccion;barrio;comuna;dias_y_hor;telefonos;email;web;actividad;depende;publico;sector;activ;lon;lat
1455;La Escuela del Tango;3ro.;A;1076;SAN JOSE 364;Monserrat;Comuna 1;;4383-0466;escueladeltango@gmail.com;http://escueladeltango.blogspot.com.ar/;Milonga y/o Tanguería;;General;Privado;Espacio de Formación (Carreras, Seminarios y Talleres);-58.3861;-34.6130311126454
1456;UADE - Facultad de Ciencias de la Comunicación y Diseño;pb;;1073;LIMA 775;Monserrat;Comuna 1;Lunes a Viernes de 9 a 21;4000-7600 opción 2;infoinscripciones@uade.edu.ar;www.uade.edu.ar;Espacio de Formación (Carreras, Seminarios y Talleres);;General;Privado;;-58.3816;-34.6170729247237
1457;Musicarte XXI;;;1426;11 DE SEPTIEMBRE DE 1888 988;Palermo;Comuna 14;Lunes a Viernes de 9 a 22;4779-2021;info@musicarteXXI.com;;Espacio de Formación (Carreras, Seminarios y Talleres);;General;Privado;;-58.4419;-34.5688994768127
1458;Escuela Nacional de Museología;05;;1091;MORENO 711;Monserrat;Comuna 1;Lunes a Viernes de 9 a 23;4342-6645;escuelademuseologia@yahoo.com.ar;;Espacio de Formación (Carreras, Seminarios y Talleres);;General;Privado;;-58.3765;-34.611555975654
1459;"Instituto Superior de Letras ""Eduardo Mallea""";;;1426;ARREDONDO, Virrey 2416;Colegiales;Comuna 13;Lunes a Viernes de 9 a 12:30 / 16 a 20:30;4783-1088 / 4782-2701;info@institutomallea.com.ar;www.institutomallea.com.ar;Espacio de Formación (Carreras, Seminarios y Talleres);;General;Privado;;-58.451;-34.5672644068046
1460;TEA Imagen;01;;1027;URIBURU JOSE E., Pres. 353;Balvanera;Comuna 3;Lunes a Viernes de 9 a 23;4954-0557 / 5182;secretaria@teaimagen.com.ar;www.radiotea.com.ar;Espacio de Formación (Carreras, Seminarios y Talleres);;General;Privado;;-58.398;-34.6053515476073
1461;Radio TEA;;;1051;LAVALLE 2258;Balvanera;Comuna 3;Lunes a Viernes de 9 a 23;4951-7626 / 4952-8298;info@radiotea.com.ar;www.radiotea.com.ar;Espacio de Formación (Carreras, Seminarios y Talleres);;General;Privado;;-58.399;-34.6033623671156
1462;"Instituto Superior ""Dante Alighieri""";;;1050;TUCUMAN 1646;San Nicolas;Comuna 1;Lunes a Viernes de 18 a 22;4371-2480 int 139;info@isda.edu.ar;www.isda.edu.ar;Espacio de Formación (Carreras, Seminarios y Talleres);;General;Privado;;-58.3902;-34.6018829229511
1463;Imagen Campus;;;1074;SALTA 239;Monserrat;Comuna 1;Lunes a Viernes de 10 a 19;4383-2244 / 4383-2992;info@imagecampus.com.ar;www.imagecampus.com.ar;Espacio de Formación (Carreras, Seminarios y Talleres);;General;Privado;;-58.3834;-34.6113589670028
1464;Taller Imagen;01;;1044;SARMIENTO 2210;Balvanera;Comuna 3;Lunes a Viernes 10 a 12 / 14 a 16;4954-4300;informes@tallerimagen.com.ar;www.tallerimagen.com.ar;Espacio de Formación (Carreras, Seminarios y Talleres);;General;Privado;;-58.3981;-34.6060589505708
1465;Escuela Motivarte;;;1414;MALABIA 1141;Villa Crespo;Comuna 15;;4773-1818;carrera@motivarte.com;www.comunidad.motivarte.com;Espacio de Formación (Carreras, Seminarios y Talleres);;General;Privado;;-58.4318;-34.5939640410365
1466;Escuela Argentina de Fotografía;;;1429;CAMPOS SALLES 2155;Nuñez;Comuna 13;Lunes a Viernes de 17 a 20;;eaf@eaf.com.ar;www.eaf.com.ar;Espacio de Formación (Carreras, Seminarios y Talleres);;General;Privado;;-58.4634;-34.5507984896401
1467;ABM;;;1058;ALVEAR, MARCELO T. De 1155;Retiro;Comuna 1;Lunes a Viernes de 9 a 22;4816-1314 / 1644;info@abm.edu.ar;www.abm.edu.ar;Espacio de Formación (Carreras, Seminarios y Talleres);;General;Privado;;-58.3836;-34.5968165957672
1468;Instituto Educativo Argentino;;;1408;RIVADAVIA AV. 11444;Liniers;Comuna 9;Lunes a Viernes de 9 a 23;4643-2201 / 2008 / 4641-2341;institutoiea@hotmail.com;www.institutoiea@hotmail.com;Espacio de Formación (Carreras, Seminarios y Talleres);;General;Privado;;-58.5259;-34.639207451248
1469;ISPRA Instituto Superior de Protocolo de la República Argentina;;;1116;RIOBAMBA 1059;Recoleta;Comuna 2;Lunes a Viernes de 9 a 22;4815-3654;capacitacion@ispra.edu.ar;www.ispra.edu.ar;Espacio de Formación (Carreras, Seminarios y Talleres);;General;Privado;;-58.3947;-34.5964392260647
1470;"Instituto de Bellas Artes ""Beato Angélico""";;;1101;ESTADOS UNIDOS 1153;Constitucion;Comuna 1;Lunes a Viernes de 7 a 12:30;4304-0776;;;Espacio de Formación (Carreras, Seminarios y Talleres);;General;Privado;;-58.3824;-34.6185271882509
1471;"Instituto de Diseño Escénico ""Saulo Benavente""";;;1209;MORENO 3326;Almagro;Comuna 5;Lunes a Viernes 19 a 22;4958-6079 / 4864-3778;instituto@saulobenavente.com.ar;www.saulobenavente.com.ar;Espacio de Formación (Carreras, Seminarios y Talleres);;General;Privado;;-58.4134;-34.6142076411767
1472;Escuela Superior de Música (SADEM);;;1210;BELGRANO AV. 3655;Almagro;Comuna 5;Lunes a Viernes de 15 a 23;4956-0673 / 4957-4062;info@ipm.edu;;Espacio de Formación (Carreras, Seminarios y Talleres);;General;Privado;;-58.4178;-34.615667067768
1473;Instituto Universitario ESEADE;;;1425;URIARTE 2472;Palermo;Comuna 14;;4774-5825 / 4777-4295;info@eseade.edu.ar;www.eseade.edu.ar;Espacio de Formación (Carreras, Seminarios y Talleres);;General;Privado;;-58.4231;-34.5808786302548
1474;ISEC;;;1056;VIAMONTE 2020;Balvanera;Comuna 3;;4371-7221 / 8334;info@isec.edu.ar;;Espacio de Formación (Carreras, Seminarios y Talleres);;General;Privado;;-58.3961;-34.6009938503189
1475;Instituto Superior del Profesorado (COSAL);;;1202;YAPEYU 197;Almagro;Comuna 5;;4981-1337 / 4982-7973;infocosal@yahoo.com.ar;www.iscscosal.com.ar;Espacio de Formación (Carreras, Seminarios y Talleres);;General;Privado;;-58.4219;-34.6139391241796
1476;Universidad Popular Madres de Plaza de Mayo;;;1089;YRIGOYEN, HIPOLITO AV. 1584;Monserrat;Comuna 1;Lunes a Viernes de 10 a 21 / Sábado 11 a 16;4383-0377 / 6430;universidad@madres.org;www.madres.org;Espacio de Formación (Carreras, Seminarios y Talleres);;General;Privado;;-58.3887;-34.6101077799952
1477;Nueva Escuela;;;1022;CALLAO AV. 67;San Nicolas;Comuna 1;Lunes a Viernes de 9 a 20;4371-4540 / 6476;;www.nuevaescuela.net;Espacio de Formación (Carreras, Seminarios y Talleres);;General;Privado;;-58.3919;-34.60824757569
1478;"Escuela de Fotografía Creativa ""Andy Goldstein""";;;1425;GALLO 1215;Recoleta;Comuna 2;;4966-1181 / 1117;escuela@andygoldstein.edu.ar;www.andygoldstein.edu.ar;Espacio de Formación (Carreras, Seminarios y Talleres);;General;Privado;;-58.4115;-34.5960906874634
1479;"Escuela de Danzas Nro.1 ""Aída Victoria Mastrazzi""";;;1035;ESMERALDA 285;San Nicolas;Comuna 1;Lunes a Viernes de 9 a 18;4326-5478;danzasmastrazzi@yahoo.com.ar;;Espacio de Formación (Carreras, Seminarios y Talleres);Ministerio de Educación del Gobierno de la Ciudad de Buenos Aires.;General;Estado Municipal;;-58.378;-34.6049525400645
1480;Escuela Superior de Publicidad Comunicación y Artes Visuales;01;;1121;PARAGUAY 1896;Recoleta;Comuna 2;Lunes a Viernes de 17 a 21;4816-2999;info@essp.com.ar;www.essp.com.ar;Espacio de Formación (Carreras, Seminarios y Talleres);;General;Privado;;-58.3944;-34.5987515383632
1481;Instituto de Investigación y Perfeccionamiento IDIP;;;1015;URUGUAY 345;San Nicolas;Comuna 1;Lunes a Viernes de 9:30 a 20;4375-3259;idip@institutoidip.com;www.institutoidip.com;Espacio de Formación (Carreras, Seminarios y Talleres);;General;Privado;;-58.3865;-34.6047086439389
1482;La Suisse-CEPEC;;;1045;CORRIENTES AV. 1996;Balvanera;Comuna 3;Lunes a Viernes de 10 a 21:30;4953-7099;infolasuisse@cepec.edu.ar;;Espacio de Formación (Carreras, Seminarios y Talleres);;General;Privado;;-58.3951;-34.6045729222868
1483;Instituto Superior Octubre ISO (SUTERH);;;1095;VENEZUELA 356;Monserrat;Comuna 1;Lunes a Viernes de 8 a 21;5354-6641;mail@iso.edu.ar;www.iso.edu.ar;Espacio de Formación (Carreras, Seminarios y Talleres);;General;Privado;;-58.3713;-34.6136287786827
1484;CIEVYC Cine;;;1150;COCHABAMBA 868;Constitucion;Comuna 1;Lunes a Viernes de 9 a 22;4300-7230 / 1892;info@cinecievyc.com.ar;www.cinecievyc.com.ar;Espacio de Formación (Carreras, Seminarios y Talleres);;General;Privado;;-58.3781;-34.6236182588955
1485;"Escuela Museo de Bellas Artes ""Gral Urquiza"" Nro. 1 DE 12";;;1406;YERBAL 2370;Flores;Comuna 7;;4612-0566;esco1de12@educ.ar;www.educacion.buenosaires.gob.ar;Espacio de Formación (Carreras, Seminarios y Talleres);Ministerio de Educación del Gobierno de la Ciudad de Buenos Aires.;General;Estado Municipal;;-58.4628;-34.6275745269993
1486;Instituto Universitario Nacional de Arte;;;1115;AZCUENAGA 1129;Recoleta;Comuna 2;;5777-1300;;www.iuna.edu.ar;Espacio de Formación (Carreras, Seminarios y Talleres);;General;Estado Nacional;;-58.3998;-34.5948394190826
1487;Instituto Universitario Nacional de Arte - Dpto de Artes Visuales;;;1039;MITRE, BARTOLOME 1869;Balvanera;Comuna 3;;0800-345-4862;;www.visuales.iuna.edu.ar;Espacio de Formación (Carreras, Seminarios y Talleres);;General;Estado Nacional;;-58.393;-34.6080000779196
1488;Instituto Universitario Nacional de Arte - Depto de Artes del Movimiento;;;1173;SANCHEZ DE LORIA 443;Almagro;Comuna 5;Lunes, mart es y jueves de 8:30 a 13:30 / 16 a 21;4866-2168;movimiento.alumnos@iuna.edu.ar;www.iuna.edu.ar;Espacio de Formación (Carreras, Seminarios y Talleres);;General;Estado Nacional;;-58.4129;-34.6148843462678
1489;Instituto Universitario Nacional de Arte - Depto de Artes Dramáticos;;;1425;FRENCH 3614;Palermo;Comuna 14;;4804-2352 / 9743;dramaticasingreso@iuna.edu.ar;www.iuna.edu.ar;Espacio de Formación (Carreras, Seminarios y Talleres);;General;Estado Nacional;;-58.4117;-34.5831004413004
1490;Instituto Universitario Nacional de Arte - área de Artes Multimediales;;;1184;YATAY 843;Almagro;Comuna 5;;4862-8209;;www.iuna.edu.ar;Espacio de Formación (Carreras, Seminarios y Talleres);;General;Estado Nacional;;-58.4284;-34.6019078521684
1491;Instituto Universitario Nacional de Arte - área de Crítica de Artes;;;1039;MITRE, BARTOLOME 1869;Balvanera;Comuna 3;Lunes a Viernes de 9 a 20;4371-7160 / 4371-5252;criticadearte@iuna.edu.ar;www.iuna.edu.ar;Espacio de Formación (Carreras, Seminarios y Talleres);;General;Estado Nacional;;-58.393;-34.6080000779196
1492;Libreria Yenny. Sucursal Av. Cabildo.;;1116;;CABILDO AV. 1978;Belgrano;Comuna 13;Lunes a Sabados 9 a 21hs / Domingos 12 a 21hs;4787-6360 / 4787-5829;;www.tematika.com;Librería;;General;Privado;;-58.4558;-34.563291589171
1493;Instituto Universitario Nacional de Arte - área de Artes Audiovisuales;;;1115;ROCAMORA 4141;Almagro;Comuna 5;Lunes a Viernes de 11 a 20;4864-4141 / 4864 / 9194 / 4864;audiovisualesalumnos@iuna.edu.ar;www.iuna.edu.ar;Espacio de Formación (Carreras, Seminarios y Talleres);;General;Estado Nacional;;-58.4227;-34.5992042678651
1494;Libreria Yenny. Sucursal Aeropuerto.;;;;OBLIGADO RAFAEL, Av.Costanera y SARMIENTO AV.;Palermo;Comuna 14;;4776-6903 / 4773-6581;;www.tematika.com;Librería;;General;Privado;;-58.4019;-34.567918692998
1495;Libreria Yenny. Sucursal Av. del Libertador.;;17 y 18;;DEL LIBERTADOR AV. 740;Retiro;Comuna 1;10 a 22hs;;;;Librería;;General;Privado;;-58.3834;-34.5881011401275
1496;Librería Jurídica YNY;7;Oficina 714;1048;LAVALLE 1567;San Nicolas;Comuna 1;10 a 17hs;4373-5102;info@libreriayny.com.ar;www.yny.com.ar;Librería;;General;Privado;;-58.389;-34.6029138211496
1497;Júpiter Librería Jurídico Notarial;;;1048;LAVALLE 1569;San Nicolas;Comuna 1;;4372-3881 / 4375-4380;info@libreriajupiter.com.ar;www.libreriajupiter.com.ar;Librería;;General;Privado;;-58.389;-34.6029138211496
1498;Libreria del Jurista;;;1013;TALCAHUANO 427;San Nicolas;Comuna 1;;4371-7337;libreria@deljurista.com;www.deljurista.com;Librería;;General;Privado;;-58.3851;-34.6036021530941
1499;Kehot Libros & Judaica;;;1171;CABRERA, JOSE A. 3102;Recoleta;Comuna 2;;4963-7171;info@kehot.com.ar;www.kehot.com.ar;Librería;;General;Privado;Librería;-58.4104;-34.5969883858757
1500;KEL Ediciones. Sucursal Conde.;;;1428;CONDE 1990;Belgrano;Comuna 13;;4555-4005;;www.kell-ediciones.com.ar;Librería;;General;Privado;;-58.4646;-34.5683682214108
1501;KELL Ediciones. Sucursal M. T. de Alvear.;;;1058;ALVEAR, MARCELO T. De 1369;Retiro;Comuna 1;;;;www.kell-ediciones.com.ar;Librería;;General;Privado;;-58.3866;-34.5969810962308
1502;Editorial KIER;;;1059;SANTA FE AV. 1260;Retiro;Comuna 1;Lunes a Viernes 10 a 20hs / Sabados 10 a 14hs;4811-0507;libreria@kier.com.ar;www.kier.com.ar;Librería;;General;Privado;;-58.3851;-34.5957227461066
1503;La Lectura;;;1050;TUCUMAN 1425;San Nicolas;Comuna 1;;4374-1779 / 4372-4701;;www.lalectura.com.ar;Librería;;General;Privado;;-58.387;-34.6016207938155
1504;Letra Viva Libros;;;1425;DIAZ, CNEL. AV. 1837;Recoleta;Comuna 2;;4825-9034;info@imagoagenda.com;www.imagoagenda.com;Librería;;General;Privado;;-58.4107;-34.5899272489585
1505;Libreria - Editorial Historica Emilio J. Perrot;;;1128;AZCUENAGA 1846;Recoleta;Comuna 2;;4801-0257 / 4803-5591;info@libreriahistorica.com.ar;www.libreriahistorica.com.ar;Librería;;General;Privado;;-58.3957;-34.5882794762902
1506;Librería Legal;3ro.;A;1025;RIOBAMBA 460;Balvanera;Comuna 3;;4953-5246;;www.librerialegal.com.ar;Librería;;General;Privado;;-58.394;-34.6037673067519
1507;El Libro Frances;;;1007;ESMERALDA 861;Retiro;Comuna 1;Lunes a Viernes 9 a 19hs / Sabados 10 a 12.30hs;4311-0363;info@librofrances.com;www.librofrances.com;Librería;;General;Privado;;-58.3783;-34.5980842569415
1508;Libreria del MALBA;;;;FIGUEROA ALCORTA, PRES. AV. 3415;Palermo;Comuna 14;;4808-6500;info@malba.org.ar;www.malba.org.ar;Librería;;General;Privado;;-58.4038;-34.5772447108272
1509;Libreria Marista;;;1022;CALLAO AV. 226;Balvanera;Comuna 3;;4374-3114 / 4374-3125 / 4374-3135;libreriamarista@infovia.com.ar;www.libreriamarista.com.ar;Librería;;General;Privado;;-58.3922;-34.6065044591847
1510;Librería del Mármol;;;1172;LAVALLE 2015;Balvanera;Comuna 3;;4372-6065;libros@libreriadelmarmol.com.ar;www.libreriadelmarmol.com.ar;Librería;;General;Privado;;-58.3956;-34.60322964402
1511;MS Libros;SS;Local 19;1005;FLORIDA 835;Retiro;Comuna 1;13.30 a 19.30hs;4832-8468;;www.mslibros.8k.com;Librería;;General;Privado;;-58.3753;-34.5983173267481
1512;Fermin Belli;;;;RIVADAVIA AV. 4930;Caballito;Comuna 6;;4904-1777;;;Disquería;;General;Privado;;-58.4346;-34.6175639887405
1513;LON Records S.R.L.;PB;;;CABILDO AV. 2280;Belgrano;Comuna 13;;4785-8105;;;Disquería;;General;Privado;;-58.4582;-34.5604251127763
1514;MAGGI;PB;;;CABILDO AV. 2554;Belgrano;Comuna 13;;4783-7670;;;Disquería;;;Privado;;-58.4605;-34.5578857598844
1515;Laser Compact Disc;PB;;;CORRIENTES AV. 753;San Nicolas;Comuna 1;;4393-6483;;;Disquería;;General;Privado;;-58.3774;-34.6033701748682
1516;LEF;;;1431;TRIUNVIRATO AV. 4673;Villa Urquiza;Comuna 12;;4521-4281;;;Disquería;;General;Privado;;-58.486;-34.5745194607621
1517;Kashmir Music;;;;RIVADAVIA AV. 4900;Caballito;Comuna 6;;4902-7194;;;Disquería;;General;Privado;;-58.4338;-34.6172011954667
1518;La Cueva Musical;;;;LAVALLE 744;San Nicolas;Comuna 1;;4328-0826;;;Disquería;;General;Privado;;-58.3773;-34.6023804216197
1519;Piccolo y Saxo;;;;SANTA FE AV. 3591;Palermo;Comuna 14;;4832-5009;;;Disquería;;General;Privado;;-58.4147;-34.585849939432
1520;Juan C. Cigarroa;;;;FLORIDA 537;San Nicolas;Comuna 1;;4328-7175;;;Disquería;;General;Privado;;-58.3753;-34.6014071708563
1521;Record Shop;;;;SUAREZ, JOSE LEON 92;Liniers;Comuna 9;;4644-5803;;;Disquería;;General;Privado;;-58.5276;-34.6401724742112
1522;Rats Records Tatoo;PB;;;LAVALLE 669;San Nicolas;Comuna 1;;4322-1770;;;Disquería;;General;Privado;;-58.3762;-34.6022286863989
1523;Rock Show;1;;;CABILDO AV. 2280;Belgrano;Comuna 13;;4788-8040;;;Disquería;;General;Privado;;-58.4582;-34.5604251127763
1524;Rock and Billy;PB;;;SARMIENTO 1249;San Nicolas;Comuna 1;;4384-0081;;;Disquería;;General;Privado;;-58.3844;-34.6051124290502
1525;World Music;PB;;;PARANA 525;San Nicolas;Comuna 1;;4374-9036;;;Disquería;;General;Privado;;-58.3879;-34.6026482815469
1526;Strobe Records;1;;;CABILDO AV. 2280;Belgrano;Comuna 13;;4781-0969;;;Disquería;;General;Privado;;-58.4582;-34.5604251127763
1527;Silbando Discos Compactos;;;;CORRIENTES AV. 1543;San Nicolas;Comuna 1;;5077-8000 int 8028;;;Disquería;;General;Privado;;-58.3885;-34.6041519920515
1528;El Agujerito;;;1006;MAIPU 971;Retiro;Comuna 1;;4315-0864;;;Disquería;;General;Privado;;-58.3769;-34.5967116369215
1529;Cool Music;;;;CALLAO AV. 687;San Nicolas;Comuna 1;;4371-7627;;;Disquería;;General;Privado;;-58.3926;-34.6011137156786
1530;Son de Azucar;;;;GALLO 251;Balvanera;Comuna 3;;4863-5603;;;Disquería;;General;Privado;;-58.4134;-34.6055263308066
1531;Cuatro Disquerias;PB;;1047;LAVALLE 985;San Nicolas;Comuna 1;;4322-1849;;;Disquería;;General;Privado;;-58.3806;-34.6024526918897
1533;Anthology;SS;;;SANTA FE AV. 1670;Recoleta;Comuna 2;;4816-1479;;;Disquería;;General;Privado;;-58.3914;-34.5959119958274
1534;Andrea L. Cabrera;SS;;;SANTA FE AV. 1670;Recoleta;Comuna 2;;4815-0586;;;Disquería;;General;Privado;;-58.3914;-34.5959119958274
1535;Branca Jorge D;;;;LAVALLE 914;San Nicolas;Comuna 1;;4322-1129;;;Disquería;;General;Privado;;-58.3797;-34.6025090956276
1536;Calvo y Rodriguez Jose Antonio;PB;;;LAVALLE 809;San Nicolas;Comuna 1;;4328-1756;;;Disquería;;General;Privado;;-58.3783;-34.6023430213295
1537;Cantaclaro;PB;;;CORRIENTES AV. 1217;San Nicolas;Comuna 1;;4382-0843;;;Disquería;;General;Privado;;-58.384;-34.6037615194041
1538;Carlos Coronati;PB;;;CORRIENTES AV. 1644;San Nicolas;Comuna 1;;4382-6907;;;Disquería;;General;Privado;;-58.39;-34.604348877363
1539;Carmen A. Amado;PB;;;CUZCO 40;Liniers;Comuna 9;;4643-2277;;;Disquería;;General;Privado;;-58.5279;-34.6384796334982
1540;CD Disqueria;;;;CORRIENTES AV. 1274;San Nicolas;Comuna 1;;4381-0754;;;Disquería;;General;Privado;;-58.3848;-34.6039748352842
1541;Centomar S.A.;;12;;LIBERTAD 877;Retiro;Comuna 1;;4816-6260;;;Disquería;;General;Privado;;-58.384;-34.5983708572395
1542;Club de Tango;5;;;PARANA 123;San Nicolas;Comuna 1;;4372-7251;;;Disquería;;General;Privado;;-58.3877;-34.6075223237247
1543;Compania Ermisul S.A.;;;;CABILDO AV. 2040;Belgrano;Comuna 13;;5786-0344;;;Disquería;;General;Privado;;-58.4563;-34.562676639082
1544;Daniel H. Gonzalez;;;;FLORIDA 971;Retiro;Comuna 1;;4315-1326;;;Disquería;;General;Privado;;-58.3753;-34.5967012478022
1545;Iovanetti Oscar M.;PB;;;CORRIENTES AV. 1246;San Nicolas;Comuna 1;;4383-2094;;;Disquería;;General;Privado;;-58.3843;-34.6039481985071
1546;Gersztein Guillermo D.;;;;ENTRE RIOS AV. 879;San Cristobal;Comuna 3;;4381-9796;;;Disquería;;General;Privado;;-58.3918;-34.6188752616763
1547;Fasicaro Gustavo;;;;ARENALES 3337;Palermo;Comuna 14;;4821-0574;;;Disquería;;General;Privado;;-58.4102;-34.5876593361421
1549;Fabela Discos;PB;;;PELLEGRINI, CARLOS 155;San Nicolas;Comuna 1;;4326-8658;;;Disquería;;General;Privado;;-58.3808;-34.6065398267879
1550;Especial Record S.H.;PB;;;RODRIGUEZ PEÑA 122;San Nicolas;Comuna 1;;4373-4083;;;Disquería;;General;Privado;;-58.3907;-34.60757536515
1551;Elvis Shop;PB;;;FLORIDA 520;San Nicolas;Comuna 1;;4394-5216;;;Disquería;;General;Privado;;-58.3753;-34.6020497509459
1552;DVD Producciones Fonograficas S.A:;1;;;CERVIÑO AV. 3375;Palermo;Comuna 14;;4809-3810;;;Disquería;;General;Privado;;-58.4068;-34.5809415809685
1553;Tango Queer;;;1068;PERU 571;Monserrat;Comuna 1;Martes de 20:30 a 2:00.;;contacto@tangoqueer.com;www.tangoqueer.com;Milonga y/o Tanguería;;General;Privado;;-58.3746;-34.6146247128136
1554;Mayoral y Elsa Maria;1ro.;;1023;CALLAO AV. 1078;Recoleta;Comuna 2;;4815-6885 // 4816-1856;info@mayoralyelsamaria.com.ar;www.mayoralyelsamaria.com.ar;Milonga y/o Tanguería;;General;Privado;Espacio de Formación (Carreras, Seminarios y Talleres);-58.3934;-34.5962504277297
1557;Salón G.O.N;;;1253;PAVON AV. 3916;Boedo;Comuna 5;;4637-6017;;;Milonga y/o Tanguería;;General;Privado;;-58.4196;-34.6306744938435
1558;"Museo ""Bernardo A. Houssay"" de Historia de la Ciencia y la Tecnología";;;1213;VIAMONTE 2790;Balvanera;Comuna 3;Miércoles y Viernes de 15 a 17;5950-9622;;;Museo;Facultad de Medicina. Universidad de Buenos Aiers.;General;Estado Nacional;;-58.4055;-34.6008439270225
1559;Tango en GEBA;9ro.;;1036;MITRE, BARTOLOME 1149;San Nicolas;Comuna 1;;0800-222-4322;;www.portaldegeba.com/cultura.html;Milonga y/o Tanguería;;General;Privado;;-58.383;-34.6073746194123
1560;Juan Alberto Coiffeur;PB;;1119;GUIDO 1998;Recoleta;Comuna 2;;4801-0613;;;Disquería;;General;Privado;;-58.3919;-34.5885007095962
1561;Culb Villa Malcolm;;;1414;CORDOBA AV. 5064;Villa Crespo;Comuna 15;;4772-9796;;;Milonga y/o Tanguería;;General;Privado;;-58.4351;-34.5910999067235
1562;Instituto del Cemento Portland Argentino;;;1004;SAN MARTIN 1137;Retiro;Comuna 1;Lunes, jueves y viernes de 10 a 14;4576-7690;biblos@icpa.com.ar;;Archivo;;General;Privado;Biblioteca;-58.3744;-34.5944696188202
1563;Club Experimental de Tango Arte;3ro.;;1095;VENEZUELA 857;Monserrat;Comuna 1;;;;;Milonga y/o Tanguería;;General;Privado;;-58.3784;-34.6140260209555
1564;Circulo Social Mariano Acosta;1ro.;;1407;ACOSTA, MARIANO AV. 13;Velez Sarsfield;Comuna 10;;4582-7440;;;Milonga y/o Tanguería;;General;ONG;;-58.4822;-34.6341567303137
1565;El Pial;;;1406;FALCON, RAMON L.,CNEL. 2750;Flores;Comuna 7;;4612-4257 // 4611-7211;infoelpial@yahoo.com.ar;www.elpial.org.ar;Milonga y/o Tanguería;;General;ONG;;-58.4671;-34.6316038297093
1566;La Universidad del Tango;;;1224;AGRELO 3231;Balvanera;Comuna 3;Lunes a Viernes de 19:00 a 22:00.;4957-1382;;http://cetba-uni.blogspot.com.ar;Espacio de Formación (Carreras, Seminarios y Talleres);;General;Privado;Milonga y/o Tanguería;-58.4117;-34.6178903067208
1567;La Huella;;;1192;GUARDIA VIEJA 3802;Almagro;Comuna 5;;4865-4167 / 2066-1153;lahuelladelarte@yahoo.com.ar;lahuellaespaciodearte.blogspot.com.ar;Espacio Escénico (Teatro, Música y Danza);;General;Privado;Espacio de Formación (Carreras, Seminarios y Talleres)||Bar Cultural;-58.418;-34.6009913997363
1568;Biblioteca del Docente;;;1133;ENTRE RIOS AV. 1349;San Cristobal;Comuna 3;Lunes a Viernes de 10:00 a 16:00;4305-7202 / 7219;infobibleduc@buenosaires.gob.ar;www.buenosaires.gob.ar/educacion/bibleduc;Biblioteca;Ministerio de Educación del Gobierno de la Ciudad de Buenos Aires.;General;Estado Municipal;;-58.3915;-34.6246054363144
1569;Ministerio de Educación Gobierno de la Ciudad de Buenos Aires - Biblioteca Centro de Información Documental Educativa;01;;1035;ESMERALDA 55;San Nicolas;Comuna 1;Lunes a Viernes de 11:00 a 18:00;4339-1721;cinde@buenosaires.esc.edu.ar;www.buenosaires.gob.ar;Biblioteca;Ministerio de Educación del Gobierno de la Ciudad de Buenos Aires.;General;Estado Municipal;;-58.3778;-34.6075337926139
1570;"Banco Central de la República Argentina - Biblioteca ""Raúl Presbich""";01;;1003;RECONQUISTA 250;San Nicolas;Comuna 1;Lunes a Viernes de 10:00 a 15:00;4348-3772 / 4348-3771;biblio@bcra.gov.ar;www.bcra.gov.ar;Biblioteca;Banco Central de la República Argentina;General;Estado Nacional;Editorial||Archivo;-58.3724;-34.6050234877672
1571;"Instituto de Investigaciones Medicas ""Alfredo Lanari""";;;;COMBATIENTES DE MALVINAS AV. 3150;Parque Chas;Comuna 15;Lunes a Viernes 10 a 17hs;4514-8701;biblioteca@lamari.fmed.uba.ar;www.uba.ar/institucional/contenidos;Biblioteca;Universidad de Buenos Aires.;General;Estado Nacional;;-58.4725;-34.5843450587314
1572;Grupo Espeleologico Argentino;;;;HEREDIA 426;Villa Ortuzar;Comuna 15;Lunes a Viernes 10 a 14hs;4552-1716;info@gea.org.ar;www.gea.org.ar;Biblioteca;;General;ONG;;-58.4659;-34.5873768424854
1573;Biblioteca Colegio Nacional Buenos Aires;;;1066;BOLIVAR 263;Monserrat;Comuna 1;Lunes a Viernes de 9:00 a 17:00;4331-1290 / 4331-9443;biblioteca@cnba.uba.ar;ww;Biblioteca;Universidad de Buenos Aires.;;Estado Nacional;Archivo;-58.3734;-34.6109909419963
1574;Centro de Informacion Fundacion Estimulo a la Vida;;;;PALPA 3307;Colegiales;Comuna 13;Martes a Viernes 11 a 17hs;4555-4272;fesfi@siscor.bibnal.edu.ar;;Biblioteca;;General;ONG;;-58.4521;-34.5780488699974
1575;Laboratorio Roux OCEFA;1;;;MEDINA 138;Velez Sarsfield;Comuna 10;Martes a Viernes 10 a 16hs;4672-5015;fundacion@roux-ocefa.com;www.roux-ocefa.com/inde_f.html;Biblioteca;;General;Privado;;-58.4919;-34.6380463913702
1576;"Biblioteca ""Isidoro Ruiz Moreno"" Escuela de Guerra Naval";;;;DEL LIBERTADOR AV. 8071;Nuñez;Comuna 13;Lunes a Jueves 8 a 20hs / Viernes 8 a 13hs;4701-3811;esgnbib@ara.mil.ar;;Biblioteca;Ejercito Nacional. Ministerio de Defensa.;General;Estado Nacional;;-58.4637;-34.5408947145545
